tilenum,TileFilePath,PosX,PosY,coordl,coordt,id
137,Graphics/tilesets/dirt.png,95,416,0,0,0,
138,Graphics/tilesets/dirt.png,63,432,40,24,78,
139,Graphics/tilesets/dirt.png,79,432,40,8,76,
140,Graphics/tilesets/dirt.png,95,432,40,0,75,
141,Graphics/tilesets/dirt.png,176,416,0,0,0,
142,Graphics/tilesets/dirt.png,176,432,40,0,75,
143,Graphics/tilesets/dirt.png,160,432,40,88,86,
144,Graphics/tilesets/dirt.png,144,432,40,72,84,
145,Graphics/tilesets/dirt.png,128,432,40,64,83,
146,Graphics/tilesets/dirt.png,160,415,0,0,0,
147,Graphics/tilesets/dirt.png,144,416,24,0,45,
148,Graphics/tilesets/dirt.png,128,416,24,0,45,
149,Graphics/tilesets/dirt.png,111,432,40,16,77,
150,Graphics/tilesets/dirt.png,111,416,24,0,45,
151,Graphics/tilesets/dirt.png,136,432,40,0,75,
152,Graphics/tilesets/dirt.png,120,431,40,8,76,
153,Graphics/tilesets/dirt.png,100,432,40,8,76,
154,Graphics/tilesets/dirt.png,74,431,40,8,76,
155,Graphics/tilesets/dirt.png,84,431,40,8,76,
156,Graphics/tilesets/dirt.png,160,431,40,0,75,
157,Graphics/tilesets/dirt.png,127,416,24,88,56,
158,Graphics/tilesets/snow.png,287,432,40,8,76,
159,Graphics/tilesets/snow.png,319,432,24,24,48,
160,Graphics/tilesets/snow.png,319,448,32,24,63,
161,Graphics/tilesets/snow.png,304,432,40,80,85,
162,Graphics/tilesets/snow.png,304,448,40,0,75,
163,Graphics/tilesets/snow.png,288,448,40,0,75,
164,Graphics/tilesets/snow.png,512,319,0,0,0,
165,Graphics/tilesets/snow.png,528,319,0,0,0,
166,Graphics/tilesets/snow.png,544,319,0,0,0,
167,Graphics/tilesets/snow.png,560,319,0,0,0,
168,Graphics/tilesets/snow.png,592,319,0,72,9,
169,Graphics/tilesets/snow.png,479,336,32,72,69,
170,Graphics/tilesets/snow.png,479,352,32,72,69,
171,Graphics/tilesets/snow.png,479,368,24,104,58,
172,Graphics/tilesets/snow.png,495,368,16,8,31,
173,Graphics/tilesets/snow.png,511,368,16,8,31,
174,Graphics/tilesets/snow.png,592,368,24,112,59,
175,Graphics/tilesets/snow.png,592,352,32,64,68,
176,Graphics/tilesets/snow.png,479,320,24,64,53,
177,Graphics/tilesets/snow.png,495,335,40,56,82,
178,Graphics/tilesets/snow.png,495,352,40,0,75,
179,Graphics/tilesets/snow.png,511,335,40,0,75,
180,Graphics/tilesets/snow.png,511,351,40,0,75,
181,Graphics/tilesets/snow.png,576,335,32,16,62,
182,Graphics/tilesets/snow.png,575,368,16,8,31,
183,Graphics/tilesets/snow.png,559,368,16,8,31,
184,Graphics/tilesets/snow.png,544,368,24,8,46,
185,Graphics/tilesets/snow.png,527,368,0,8,1,
186,Graphics/tilesets/snow.png,527,335,40,80,85,
187,Graphics/tilesets/snow.png,527,352,40,72,84,
188,Graphics/tilesets/snow.png,527,336,40,88,86,
189,Graphics/tilesets/snow.png,592,336,24,24,48,
190,Graphics/tilesets/snow.png,576,352,40,64,83,
191,Graphics/tilesets/snow.png,560,335,40,72,84,
192,Graphics/tilesets/snow.png,560,351,40,40,80,
193,Graphics/tilesets/snow.png,544,352,40,88,86,
194,Graphics/tilesets/snow.png,544,336,40,0,75,
195,Graphics/tilesets/snow.png,576,320,16,72,39,
196,Graphics/tilesets/snow.png,496,320,8,0,15,
197,Graphics/tilesets/dirt.png,0,464,32,80,70,
198,Graphics/tilesets/dirt.png,15,464,32,80,70,
199,Graphics/tilesets/dirt.png,31,464,32,80,70,
200,Graphics/tilesets/dirt.png,47,464,32,80,70,
201,Graphics/tilesets/dirt.png,63,464,32,80,70,
202,Graphics/tilesets/dirt.png,79,464,32,80,70,
203,Graphics/tilesets/dirt.png,52,464,32,80,70,
204,Graphics/tilesets/dirt.png,95,464,32,80,70,
205,Graphics/tilesets/dirt.png,111,464,32,80,70,
206,Graphics/tilesets/dirt.png,127,464,32,80,70,
207,Graphics/tilesets/dirt.png,143,464,32,80,70,
208,Graphics/tilesets/dirt.png,159,464,32,80,70,
209,Graphics/tilesets/dirt.png,175,464,32,80,70,
210,Graphics/tilesets/dirt.png,191,464,32,80,70,
211,Graphics/tilesets/dirt.png,207,464,32,80,70,
212,Graphics/tilesets/dirt.png,223,464,32,80,70,
213,Graphics/tilesets/dirt.png,239,464,32,80,70,
214,Graphics/tilesets/dirt.png,255,464,32,80,70,
215,Graphics/tilesets/dirt.png,271,464,32,80,70,
216,Graphics/tilesets/dirt.png,287,464,32,80,70,
217,Graphics/tilesets/dirt.png,303,464,32,80,70,
218,Graphics/tilesets/dirt.png,319,464,32,80,70,
219,Graphics/tilesets/dirt.png,336,464,32,80,70,
220,Graphics/tilesets/dirt.png,334,464,32,80,70,
221,Graphics/tilesets/dirt.png,351,464,32,80,70,
222,Graphics/tilesets/dirt.png,367,464,32,80,70,
223,Graphics/tilesets/dirt.png,383,464,32,80,70,
224,Graphics/tilesets/dirt.png,399,464,32,80,70,
225,Graphics/tilesets/dirt.png,415,464,32,80,70,
226,Graphics/tilesets/dirt.png,431,464,32,80,70,
227,Graphics/tilesets/dirt.png,447,464,32,80,70,
228,Graphics/tilesets/dirt.png,463,464,32,80,70,
229,Graphics/tilesets/dirt.png,479,464,32,80,70,
230,Graphics/tilesets/dirt.png,0,448,40,80,85,
231,Graphics/tilesets/dirt.png,16,448,40,80,85,
232,Graphics/tilesets/dirt.png,32,448,40,80,85,
233,Graphics/tilesets/dirt.png,47,448,40,80,85,
234,Graphics/tilesets/dirt.png,63,448,40,0,75,
235,Graphics/tilesets/dirt.png,79,448,40,0,75,
236,Graphics/tilesets/dirt.png,95,448,40,0,75,
237,Graphics/tilesets/dirt.png,111,448,40,0,75,
238,Graphics/tilesets/dirt.png,127,448,40,24,78,
239,Graphics/tilesets/dirt.png,143,448,40,32,79,
240,Graphics/tilesets/dirt.png,152,463,32,96,72,
241,Graphics/tilesets/dirt.png,442,464,32,96,72,
242,Graphics/tilesets/dirt.png,457,464,32,96,72,
243,Graphics/tilesets/dirt.png,375,464,32,96,72,
244,Graphics/tilesets/dirt.png,473,464,32,96,72,
245,Graphics/tilesets/dirt.png,0,432,32,40,65,
246,Graphics/tilesets/dirt.png,15,432,32,40,65,
247,Graphics/tilesets/dirt.png,31,432,32,40,65,
248,Graphics/tilesets/dirt.png,47,432,32,40,65,
249,Graphics/tilesets/dirt.png,0,416,8,88,26,
250,Graphics/tilesets/dirt.png,0,464,32,80,70,
251,Graphics/tilesets/dirt.png,15,464,32,80,70,
252,Graphics/tilesets/dirt.png,31,464,32,80,70,
253,Graphics/tilesets/dirt.png,47,464,32,80,70,
254,Graphics/tilesets/dirt.png,63,464,32,80,70,
255,Graphics/tilesets/dirt.png,79,464,32,80,70,
256,Graphics/tilesets/dirt.png,52,464,32,80,70,
257,Graphics/tilesets/dirt.png,95,464,32,80,70,
258,Graphics/tilesets/dirt.png,111,464,32,80,70,
259,Graphics/tilesets/dirt.png,127,464,32,80,70,
260,Graphics/tilesets/dirt.png,143,464,32,80,70,
261,Graphics/tilesets/dirt.png,159,464,32,80,70,
262,Graphics/tilesets/dirt.png,175,464,32,80,70,
263,Graphics/tilesets/dirt.png,191,464,32,80,70,
264,Graphics/tilesets/dirt.png,207,464,32,80,70,
265,Graphics/tilesets/dirt.png,223,464,32,80,70,
266,Graphics/tilesets/dirt.png,239,464,32,80,70,
267,Graphics/tilesets/dirt.png,255,464,32,80,70,
268,Graphics/tilesets/dirt.png,271,464,32,80,70,
269,Graphics/tilesets/dirt.png,287,464,32,80,70,
270,Graphics/tilesets/dirt.png,303,464,32,80,70,
271,Graphics/tilesets/dirt.png,319,464,32,80,70,
272,Graphics/tilesets/dirt.png,336,464,32,80,70,
273,Graphics/tilesets/dirt.png,334,464,32,80,70,
274,Graphics/tilesets/dirt.png,351,464,32,80,70,
275,Graphics/tilesets/dirt.png,367,464,32,80,70,
276,Graphics/tilesets/dirt.png,383,464,32,80,70,
277,Graphics/tilesets/dirt.png,399,464,32,80,70,
278,Graphics/tilesets/dirt.png,415,464,32,80,70,
279,Graphics/tilesets/dirt.png,431,464,32,80,70,
280,Graphics/tilesets/dirt.png,447,464,32,80,70,
281,Graphics/tilesets/dirt.png,463,464,32,80,70,
282,Graphics/tilesets/dirt.png,479,464,32,80,70,
283,Graphics/tilesets/dirt.png,0,448,40,80,85,
284,Graphics/tilesets/dirt.png,16,448,40,80,85,
285,Graphics/tilesets/dirt.png,32,448,40,80,85,
286,Graphics/tilesets/dirt.png,47,448,40,80,85,
287,Graphics/tilesets/dirt.png,63,448,40,0,75,
288,Graphics/tilesets/dirt.png,79,448,40,0,75,
289,Graphics/tilesets/dirt.png,95,448,40,0,75,
290,Graphics/tilesets/dirt.png,111,448,40,0,75,
291,Graphics/tilesets/dirt.png,127,448,40,24,78,
292,Graphics/tilesets/dirt.png,143,448,40,32,79,
293,Graphics/tilesets/dirt.png,152,463,32,96,72,
294,Graphics/tilesets/dirt.png,442,464,32,96,72,
295,Graphics/tilesets/dirt.png,457,464,32,96,72,
296,Graphics/tilesets/dirt.png,375,464,32,96,72,
297,Graphics/tilesets/dirt.png,473,464,32,96,72,
298,Graphics/tilesets/dirt.png,0,432,32,40,65,
299,Graphics/tilesets/dirt.png,15,432,32,40,65,
300,Graphics/tilesets/dirt.png,31,432,32,40,65,
301,Graphics/tilesets/dirt.png,47,432,32,40,65,
302,Graphics/tilesets/dirt.png,0,416,8,88,26,
303,Graphics/tilesets/dirt.png,15,416,0,0,0,
304,Graphics/tilesets/dirt.png,31,416,0,0,0,
305,Graphics/tilesets/dirt.png,47,416,0,0,0,
306,Graphics/tilesets/dirt.png,159,448,40,64,83,
307,Graphics/tilesets/dirt.png,175,448,40,88,86,
308,Graphics/tilesets/dirt.png,191,448,32,104,73,
309,Graphics/tilesets/snow.png,207,448,40,64,83,
310,Graphics/tilesets/snow.png,207,431,40,0,75,
311,Graphics/tilesets/snow.png,223,431,40,32,79,
312,Graphics/tilesets/snow.png,207,415,8,0,15,
313,Graphics/tilesets/snow.png,223,415,8,0,15,
314,Graphics/tilesets/snow.png,191,416,0,88,11,
315,Graphics/tilesets/snow.png,191,431,32,8,61,
316,Graphics/tilesets/snow.png,223,447,40,0,75,
317,Graphics/tilesets/snow.png,239,432,40,88,86,
318,Graphics/tilesets/snow.png,255,432,40,72,84,
319,Graphics/tilesets/snow.png,239,448,40,56,82,
320,Graphics/tilesets/snow.png,336,415,0,72,9,
321,Graphics/tilesets/snow.png,223,463,40,112,89,
322,Graphics/tilesets/snow.png,234,463,40,112,89,
323,Graphics/tilesets/snow.png,319,415,16,32,34,
324,Graphics/tilesets/snow.png,239,416,8,32,19,
325,Graphics/tilesets/snow.png,255,416,0,32,4,
326,Graphics/tilesets/snow.png,271,416,8,0,15,
327,Graphics/tilesets/snow.png,287,415,8,0,15,
328,Graphics/tilesets/snow.png,303,415,24,0,45,
329,Graphics/tilesets/snow.png,271,432,32,16,62,
330,Graphics/tilesets/snow.png,272,448,40,40,80,
331,Graphics/tilesets/snow.png,256,448,32,112,74,
332,Graphics/tilesets/dirt.png,63,416,24,0,45,
333,Graphics/tilesets/dirt.png,79,415,24,0,45,
334,Graphics/tilesets/dirt.png,95,416,0,0,0,
335,Graphics/tilesets/dirt.png,63,432,40,24,78,
336,Graphics/tilesets/dirt.png,79,432,40,8,76,
337,Graphics/tilesets/dirt.png,95,432,40,0,75,
338,Graphics/tilesets/dirt.png,176,416,0,0,0,
339,Graphics/tilesets/dirt.png,176,432,40,0,75,
340,Graphics/tilesets/dirt.png,160,432,40,88,86,
341,Graphics/tilesets/dirt.png,144,432,40,72,84,
342,Graphics/tilesets/dirt.png,128,432,40,64,83,
343,Graphics/tilesets/dirt.png,160,415,0,0,0,
344,Graphics/tilesets/dirt.png,144,416,24,0,45,
345,Graphics/tilesets/dirt.png,128,416,24,0,45,
346,Graphics/tilesets/dirt.png,111,432,40,16,77,
347,Graphics/tilesets/dirt.png,111,416,24,0,45,
348,Graphics/tilesets/dirt.png,136,432,40,0,75,
349,Graphics/tilesets/dirt.png,120,431,40,8,76,
350,Graphics/tilesets/dirt.png,100,432,40,8,76,
351,Graphics/tilesets/dirt.png,74,431,40,8,76,
352,Graphics/tilesets/dirt.png,84,431,40,8,76,
353,Graphics/tilesets/dirt.png,160,431,40,0,75,
354,Graphics/tilesets/dirt.png,127,416,24,88,56,
355,Graphics/tilesets/snow.png,287,432,40,8,76,
356,Graphics/tilesets/snow.png,319,432,24,24,48,
357,Graphics/tilesets/snow.png,319,448,32,24,63,
358,Graphics/tilesets/snow.png,304,432,40,80,85,
359,Graphics/tilesets/snow.png,304,448,40,0,75,
360,Graphics/tilesets/snow.png,288,448,40,0,75,
361,Graphics/tilesets/snow.png,512,319,0,0,0,
362,Graphics/tilesets/snow.png,528,319,0,0,0,
363,Graphics/tilesets/snow.png,544,319,0,0,0,
364,Graphics/tilesets/snow.png,560,319,0,0,0,
365,Graphics/tilesets/snow.png,592,319,0,72,9,
366,Graphics/tilesets/snow.png,479,336,32,72,69,
367,Graphics/tilesets/snow.png,479,352,32,72,69,
368,Graphics/tilesets/snow.png,479,368,24,104,58,
369,Graphics/tilesets/snow.png,495,368,16,8,31,
370,Graphics/tilesets/snow.png,511,368,16,8,31,
371,Graphics/tilesets/snow.png,592,368,24,112,59,
372,Graphics/tilesets/snow.png,592,352,32,64,68,
373,Graphics/tilesets/snow.png,479,320,24,64,53,
374,Graphics/tilesets/snow.png,495,335,40,56,82,
375,Graphics/tilesets/snow.png,495,352,40,0,75,
376,Graphics/tilesets/snow.png,511,335,40,0,75,
377,Graphics/tilesets/snow.png,511,351,40,0,75,
378,Graphics/tilesets/snow.png,576,335,32,16,62,
379,Graphics/tilesets/snow.png,575,368,16,8,31,
380,Graphics/tilesets/snow.png,559,368,16,8,31,
381,Graphics/tilesets/snow.png,544,368,24,8,46,
382,Graphics/tilesets/snow.png,527,368,0,8,1,
383,Graphics/tilesets/snow.png,527,335,40,80,85,
384,Graphics/tilesets/snow.png,527,352,40,72,84,
385,Graphics/tilesets/snow.png,527,336,40,88,86,
386,Graphics/tilesets/snow.png,592,336,24,24,48,
387,Graphics/tilesets/snow.png,576,352,40,64,83,
388,Graphics/tilesets/snow.png,560,335,40,72,84,
389,Graphics/tilesets/snow.png,560,351,40,40,80,
390,Graphics/tilesets/snow.png,544,352,40,88,86,
391,Graphics/tilesets/snow.png,544,336,40,0,75,
392,Graphics/tilesets/snow.png,576,320,16,72,39,
393,Graphics/tilesets/snow.png,496,320,8,0,15,
394,Graphics/tilesets/bgDirt.png,334,432,40,96,87,
395,Graphics/tilesets/bgDirt.png,334,448,40,96,87,
396,Graphics/tilesets/bgDirt.png,350,448,40,96,87,
397,Graphics/tilesets/bgDirt.png,350,432,16,96,42,
398,Graphics/tilesets/bgDirt.png,480,384,16,104,43,
399,Graphics/tilesets/bgDirt.png,591,384,24,112,59,
400,Graphics/tilesets/bgDirt.png,576,384,16,40,35,
401,Graphics/tilesets/bgDirt.png,560,384,16,40,35,
402,Graphics/tilesets/bgDirt.png,544,384,32,0,60,
403,Graphics/tilesets/bgDirt.png,528,384,32,80,70,
404,Graphics/tilesets/bgDirt.png,496,384,0,24,3,
405,Graphics/tilesets/bgDirt.png,512,384,8,32,19,
406,Graphics/tilesets/bgDirt.png,526,384,32,72,69,
407,Graphics/tilesets/dirt.png,752,432,0,104,13,
408,Graphics/tilesets/dirt.png,752,416,0,16,2,
409,Graphics/tilesets/dirt.png,752,400,0,16,2,
410,Graphics/tilesets/dirt.png,752,384,16,16,32,
411,Graphics/tilesets/dirt.png,751,369,16,16,32,
412,Graphics/tilesets/dirt.png,752,353,0,16,2,
413,Graphics/tilesets/dirt.png,768,240,0,0,0,
414,Graphics/tilesets/dirt.png,752,240,16,88,41,
415,Graphics/tilesets/dirt.png,752,256,0,16,2,
416,Graphics/tilesets/dirt.png,752,272,0,16,2,
417,Graphics/tilesets/dirt.png,752,288,16,16,32,
418,Graphics/tilesets/dirt.png,752,304,16,16,32,
419,Graphics/tilesets/dirt.png,752,320,16,16,32,
420,Graphics/tilesets/dirt.png,752,336,32,24,63,
421,Graphics/tilesets/dirt.png,752,337,32,24,63,
422,Graphics/tilesets/dirt.png,784,240,8,0,15,
423,Graphics/tilesets/dirt.png,800,240,8,0,15,
424,Graphics/tilesets/dirt.png,816,240,8,0,15,
425,Graphics/tilesets/dirt.png,832,240,0,0,0,
426,Graphics/tilesets/dirt.png,848,240,0,0,0,
427,Graphics/tilesets/dirt.png,768,256,40,64,83,
428,Graphics/tilesets/dirt.png,784,256,40,64,83,
429,Graphics/tilesets/dirt.png,800,256,40,64,83,
430,Graphics/tilesets/dirt.png,816,255,40,64,83,
431,Graphics/tilesets/dirt.png,832,255,40,64,83,
432,Graphics/tilesets/dirt.png,847,256,40,64,83,
433,Graphics/tilesets/dirt.png,847,255,40,64,83,
434,Graphics/tilesets/dirt.png,863,256,40,64,83,
435,Graphics/tilesets/dirt.png,863,240,0,0,0,
436,Graphics/tilesets/dirt.png,879,240,0,0,0,
437,Graphics/tilesets/dirt.png,894,240,0,0,0,
438,Graphics/tilesets/dirt.png,910,240,0,0,0,
439,Graphics/tilesets/dirt.png,926,240,0,0,0,
440,Graphics/tilesets/dirt.png,942,240,8,0,15,
441,Graphics/tilesets/dirt.png,958,240,8,0,15,
442,Graphics/tilesets/dirt.png,974,240,8,0,15,
443,Graphics/tilesets/dirt.png,990,240,8,0,15,
444,Graphics/tilesets/dirt.png,1007,240,8,0,15,
445,Graphics/tilesets/dirt.png,1006,240,8,0,15,
446,Graphics/tilesets/dirt.png,1023,240,8,0,15,
447,Graphics/tilesets/dirt.png,1039,240,8,0,15,
448,Graphics/tilesets/dirt.png,1055,240,8,0,15,
449,Graphics/tilesets/dirt.png,1344,240,0,96,12,
450,Graphics/tilesets/dirt.png,1328,240,0,0,0,
451,Graphics/tilesets/dirt.png,1312,240,0,0,0,
452,Graphics/tilesets/dirt.png,1296,240,0,0,0,
453,Graphics/tilesets/dirt.png,1279,240,0,0,0,
454,Graphics/tilesets/dirt.png,1263,240,0,0,0,
455,Graphics/tilesets/dirt.png,1248,240,0,0,0,
456,Graphics/tilesets/dirt.png,1232,240,0,0,0,
457,Graphics/tilesets/dirt.png,1216,240,0,0,0,
458,Graphics/tilesets/dirt.png,1200,240,0,0,0,
459,Graphics/tilesets/dirt.png,1184,240,0,0,0,
460,Graphics/tilesets/dirt.png,1151,240,0,0,0,
461,Graphics/tilesets/dirt.png,1167,240,0,0,0,
462,Graphics/tilesets/dirt.png,1135,240,0,0,0,
463,Graphics/tilesets/dirt.png,1120,240,0,0,0,
464,Graphics/tilesets/dirt.png,1071,239,0,0,0,
465,Graphics/tilesets/dirt.png,1087,240,0,0,0,
466,Graphics/tilesets/dirt.png,1104,240,8,0,15,
467,Graphics/tilesets/dirt.png,879,256,40,40,80,
468,Graphics/tilesets/dirt.png,911,256,40,40,80,
469,Graphics/tilesets/dirt.png,943,256,40,40,80,
470,Graphics/tilesets/dirt.png,975,256,40,40,80,
471,Graphics/tilesets/dirt.png,1007,256,40,40,80,
472,Graphics/tilesets/dirt.png,1039,256,40,40,80,
473,Graphics/tilesets/dirt.png,1071,256,40,40,80,
474,Graphics/tilesets/dirt.png,1103,256,40,40,80,
475,Graphics/tilesets/dirt.png,1135,256,40,40,80,
476,Graphics/tilesets/dirt.png,1167,256,40,40,80,
477,Graphics/tilesets/dirt.png,1199,256,40,40,80,
478,Graphics/tilesets/dirt.png,1231,256,40,40,80,
479,Graphics/tilesets/dirt.png,1263,256,40,40,80,
480,Graphics/tilesets/dirt.png,1295,256,40,40,80,
481,Graphics/tilesets/dirt.png,1327,256,40,40,80,
